RegionID,RegionName,Country
1118,Region_1118,Myanmar
1119,Region_1119,Cambodia
1120,Region_1120,Laos
1121,Region_1121,United States
1122,Region_1122,Canada
1123,Region_1123,Mexico
1124,Region_1124,Brazil
1125,Region_1125,United Kingdom
1126,Region_1126,Germany
1127,Region_1127,France
1128,Region_1128,Italy
1129,Region_1129,Spain
1130,Region_1130,Netherlands
1131,Region_1131,Australia
1132,Region_1132,India
1133,Region_1133,China
1134,Region_1134,Japan
1135,Region_1135,South Korea
1136,Region_1136,South Africa
1137,Region_1137,Egypt
1138,Region_1138,Russia
1139,Region_1139,Turkey
1140,Region_1140,Saudi Arabia
1141,Region_1141,Argentina
1142,Region_1142,Chile
1143,Region_1143,Colombia
1144,Region_1144,Peru
1145,Region_1145,New Zealand
1146,Region_1146,Sweden
1147,Region_1147,Norway
1148,Region_1148,Denmark
1149,Region_1149,Finland
1150,Region_1150,Poland
1151,Region_1151,Portugal
1152,Region_1152,Belgium
1153,Region_1153,Switzerland
1154,Region_1154,Austria
1155,Region_1155,Greece
1156,Region_1156,Ireland
1157,Region_1157,Thailand
1158,Region_1158,Vietnam
1159,Region_1159,Malaysia
1160,Region_1160,Indonesia
1161,Region_1161,Philippines
1162,Region_1162,Pakistan
1163,Region_1163,Bangladesh
1164,Region_1164,Sri Lanka
1165,Region_1165,Nepal
1166,Region_1166,UAE
1167,Region_1167,Qatar
1168,Region_1168,Kuwait
1169,Region_1169,Oman
1170,Region_1170,Nigeria
1171,Region_1171,Kenya
1172,Region_1172,Morocco
1173,Region_1173,Algeria
1174,Region_1174,Venezuela
1175,Region_1175,Ecuador
1176,Region_1176,Paraguay
1177,Region_1177,Bolivia
1178,Region_1178,Uruguay
1179,Region_1179,Czech Republic
1180,Region_1180,Hungary
1181,Region_1181,Romania
1182,Region_1182,Bulgaria
1183,Region_1183,Slovakia
1184,Region_1184,Slovenia
1185,Region_1185,Croatia
1186,Region_1186,Serbia
1187,Region_1187,Lithuania
1188,Region_1188,Latvia
1189,Region_1189,Estonia
1190,Region_1190,Ukraine
1191,Region_1191,Belarus
1192,Region_1192,Kazakhstan
1193,Region_1193,Uzbekistan
1194,Region_1194,Turkmenistan
1195,Region_1195,Tajikistan
1196,Region_1196,Kyrgyzstan
1197,Region_1197,Mongolia
1198,Region_1198,Myanmar
1199,Region_1199,Cambodia
1200,Region_1200,Laos
1201,Region_1201,United States
1202,Region_1202,Canada
1203,Region_1203,Mexico
1204,Region_1204,Brazil
1205,Region_1205,United Kingdom
1206,Region_1206,Germany
1207,Region_1207,France
1208,Region_1208,Italy
1209,Region_1209,Spain
1210,Region_1210,Netherlands
1211,Region_1211,Australia
1212,Region_1212,India
1213,Region_1213,China
1214,Region_1214,Japan
1215,Region_1215,South Korea
1216,Region_1216,South Africa
1217,Region_1217,Egypt
1218,Region_1218,Russia
1219,Region_1219,Turkey
1220,Region_1220,Saudi Arabia
1221,Region_1221,Argentina
1222,Region_1222,Chile
1223,Region_1223,Colombia
1224,Region_1224,Peru
1225,Region_1225,New Zealand
1226,Region_1226,Sweden
1227,Region_1227,Norway
1228,Region_1228,Denmark
1229,Region_1229,Finland
1230,Region_1230,Poland
1231,Region_1231,Portugal
1232,Region_1232,Belgium
1233,Region_1233,Switzerland
1234,Region_1234,Austria
1235,Region_1235,Greece
1236,Region_1236,Ireland
1237,Region_1237,Thailand
1238,Region_1238,Vietnam
1239,Region_1239,Malaysia
1240,Region_1240,Indonesia
1241,Region_1241,Philippines
1242,Region_1242,Pakistan
1243,Region_1243,Bangladesh
1244,Region_1244,Sri Lanka
1245,Region_1245,Nepal
1246,Region_1246,UAE
1247,Region_1247,Qatar
1248,Region_1248,Kuwait
1249,Region_1249,Oman
1250,Region_1250,Nigeria
1251,Region_1251,Kenya
1252,Region_1252,Morocco
1253,Region_1253,Algeria
1254,Region_1254,Venezuela
1255,Region_1255,Ecuador
1256,Region_1256,Paraguay
1257,Region_1257,Bolivia
1258,Region_1258,Uruguay
1259,Region_1259,Czech Republic
1260,Region_1260,Hungary
1261,Region_1261,Romania
1262,Region_1262,Bulgaria
1263,Region_1263,Slovakia
1264,Region_1264,Slovenia
1265,Region_1265,Croatia
1266,Region_1266,Serbia
1267,Region_1267,Lithuania
1268,Region_1268,Latvia
1269,Region_1269,Estonia
1270,Region_1270,Ukraine
1271,Region_1271,Belarus
1272,Region_1272,Kazakhstan
1273,Region_1273,Uzbekistan
1274,Region_1274,Turkmenistan
1275,Region_1275,Tajikistan
1276,Region_1276,Kyrgyzstan
1277,Region_1277,Mongolia
1278,Region_1278,Myanmar
1279,Region_1279,Cambodia
1280,Region_1280,Laos
1281,Region_1281,United States
1282,Region_1282,Canada
1283,Region_1283,Mexico
1284,Region_1284,Brazil
1285,Region_1285,United Kingdom
1286,Region_1286,Germany
1287,Region_1287,France
1288,Region_1288,Italy
1289,Region_1289,Spain
1290,Region_1290,Netherlands
1291,Region_1291,Australia
1292,Region_1292,India
1293,Region_1293,China
1294,Region_1294,Japan
1295,Region_1295,South Korea
1296,Region_1296,South Africa
1297,Region_1297,Egypt
1298,Region_1298,Russia
1299,Region_1299,Turkey
1300,Region_1300,Saudi Arabia
1301,Region_1301,Argentina
1302,Region_1302,Chile
1303,Region_1303,Colombia
1304,Region_1304,Peru
1305,Region_1305,New Zealand
1306,Region_1306,Sweden
1307,Region_1307,Norway
1308,Region_1308,Denmark
1309,Region_1309,Finland
1310,Region_1310,Poland
1311,Region_1311,Portugal
1312,Region_1312,Belgium
1313,Region_1313,Switzerland
1314,Region_1314,Austria
1315,Region_1315,Greece
1316,Region_1316,Ireland
1317,Region_1317,Thailand
1318,Region_1318,Vietnam
1319,Region_1319,Malaysia
1320,Region_1320,Indonesia
1321,Region_1321,Philippines
1322,Region_1322,Pakistan
1323,Region_1323,Bangladesh
1324,Region_1324,Sri Lanka
1325,Region_1325,Nepal
1326,Region_1326,UAE
1327,Region_1327,Qatar
1328,Region_1328,Kuwait
1329,Region_1329,Oman
1330,Region_1330,Nigeria
1331,Region_1331,Kenya
1332,Region_1332,Morocco
1333,Region_1333,Algeria
1334,Region_1334,Venezuela
1335,Region_1335,Ecuador
1336,Region_1336,Paraguay
1337,Region_1337,Bolivia
1338,Region_1338,Uruguay
1339,Region_1339,Czech Republic
1340,Region_1340,Hungary
1341,Region_1341,Romania
1342,Region_1342,Bulgaria
1343,Region_1343,Slovakia
1344,Region_1344,Slovenia
1345,Region_1345,Croatia
1346,Region_1346,Serbia
1347,Region_1347,Lithuania
1348,Region_1348,Latvia
1349,Region_1349,Estonia
1350,Region_1350,Ukraine
1351,Region_1351,Belarus
1352,Region_1352,Kazakhstan
1353,Region_1353,Uzbekistan
1354,Region_1354,Turkmenistan
1355,Region_1355,Tajikistan
1356,Region_1356,Kyrgyzstan
1357,Region_1357,Mongolia
1358,Region_1358,Myanmar
1359,Region_1359,Cambodia
1360,Region_1360,Laos
1361,Region_1361,United States
1362,Region_1362,Canada
1363,Region_1363,Mexico
1364,Region_1364,Brazil
1365,Region_1365,United Kingdom
1366,Region_1366,Germany
1367,Region_1367,France
1368,Region_1368,Italy
1369,Region_1369,Spain
1370,Region_1370,Netherlands
1371,Region_1371,Australia
1372,Region_1372,India
1373,Region_1373,China
1374,Region_1374,Japan
1375,Region_1375,South Korea
1376,Region_1376,South Africa
1377,Region_1377,Egypt
1378,Region_1378,Russia
1379,Region_1379,Turkey
1380,Region_1380,Saudi Arabia
1381,Region_1381,Argentina
1382,Region_1382,Chile
1383,Region_1383,Colombia
1384,Region_1384,Peru
1385,Region_1385,New Zealand
1386,Region_1386,Sweden
1387,Region_1387,Norway
1388,Region_1388,Denmark
1389,Region_1389,Finland
1390,Region_1390,Poland
1391,Region_1391,Portugal
1392,Region_1392,Belgium
1393,Region_1393,Switzerland
1394,Region_1394,Austria
1395,Region_1395,Greece
1396,Region_1396,Ireland
1397,Region_1397,Thailand
1398,Region_1398,Vietnam
1399,Region_1399,Malaysia
1400,Region_1400,Indonesia
1401,Region_1401,Philippines
1402,Region_1402,Pakistan
1403,Region_1403,Bangladesh
1404,Region_1404,Sri Lanka
1405,Region_1405,Nepal
1406,Region_1406,UAE
1407,Region_1407,Qatar
1408,Region_1408,Kuwait
1409,Region_1409,Oman
1410,Region_1410,Nigeria
1411,Region_1411,Kenya
1412,Region_1412,Morocco
1413,Region_1413,Algeria
1414,Region_1414,Venezuela
1415,Region_1415,Ecuador
1416,Region_1416,Paraguay
1417,Region_1417,Bolivia
1418,Region_1418,Uruguay
1419,Region_1419,Czech Republic
1420,Region_1420,Hungary
1421,Region_1421,Romania
1422,Region_1422,Bulgaria
1423,Region_1423,Slovakia
1424,Region_1424,Slovenia
1425,Region_1425,Croatia
1426,Region_1426,Serbia
1427,Region_1427,Lithuania
1428,Region_1428,Latvia
1429,Region_1429,Estonia
1430,Region_1430,Ukraine
1431,Region_1431,Belarus
1432,Region_1432,Kazakhstan
1433,Region_1433,Uzbekistan
1434,Region_1434,Turkmenistan
1435,Region_1435,Tajikistan
1436,Region_1436,Kyrgyzstan
1437,Region_1437,Mongolia
1438,Region_1438,Myanmar
1439,Region_1439,Cambodia
1440,Region_1440,Laos
1441,Region_1441,United States
1442,Region_1442,Canada
1443,Region_1443,Mexico
1444,Region_1444,Brazil
1445,Region_1445,United Kingdom
1446,Region_1446,Germany
1447,Region_1447,France
1448,Region_1448,Italy
1449,Region_1449,Spain
1450,Region_1450,Netherlands
1451,Region_1451,Australia
1452,Region_1452,India
1453,Region_1453,China
1454,Region_1454,Japan
1455,Region_1455,South Korea
1456,Region_1456,South Africa
1457,Region_1457,Egypt
1458,Region_1458,Russia
1459,Region_1459,Turkey
1460,Region_1460,Saudi Arabia
1461,Region_1461,Argentina
1462,Region_1462,Chile
1463,Region_1463,Colombia
1464,Region_1464,Peru
1465,Region_1465,New Zealand
1466,Region_1466,Sweden
1467,Region_1467,Norway
1468,Region_1468,Denmark
1469,Region_1469,Finland
1470,Region_1470,Poland
1471,Region_1471,Portugal
1472,Region_1472,Belgium
1473,Region_1473,Switzerland
1474,Region_1474,Austria
1475,Region_1475,Greece
1476,Region_1476,Ireland
1477,Region_1477,Thailand
1478,Region_1478,Vietnam
1479,Region_1479,Malaysia
1480,Region_1480,Indonesia
1481,Region_1481,Philippines
1482,Region_1482,Pakistan
1483,Region_1483,Bangladesh
1484,Region_1484,Sri Lanka
1485,Region_1485,Nepal
1486,Region_1486,UAE
1487,Region_1487,Qatar
1488,Region_1488,Kuwait
1489,Region_1489,Oman
1490,Region_1490,Nigeria
1491,Region_1491,Kenya
1492,Region_1492,Morocco
1493,Region_1493,Algeria
1494,Region_1494,Venezuela
1495,Region_1495,Ecuador
1496,Region_1496,Paraguay
1497,Region_1497,Bolivia
1498,Region_1498,Uruguay
1499,Region_1499,Czech Republic
1500,Region_1500,Hungary
1501,Region_1501,Romania
1502,Region_1502,Bulgaria
1503,Region_1503,Slovakia
1504,Region_1504,Slovenia
1505,Region_1505,Croatia
1506,Region_1506,Serbia
1507,Region_1507,Lithuania
1508,Region_1508,Latvia
1509,Region_1509,Estonia
1510,Region_1510,Ukraine
1511,Region_1511,Belarus
1512,Region_1512,Kazakhstan
1513,Region_1513,Uzbekistan
1514,Region_1514,Turkmenistan
1515,Region_1515,Tajikistan
1516,Region_1516,Kyrgyzstan
1517,Region_1517,Mongolia
1518,Region_1518,Myanmar
1519,Region_1519,Cambodia
1520,Region_1520,Laos
1521,Region_1521,United States
1522,Region_1522,Canada
1523,Region_1523,Mexico
1524,Region_1524,Brazil
1525,Region_1525,United Kingdom
1526,Region_1526,Germany
1527,Region_1527,France
1528,Region_1528,Italy
1529,Region_1529,Spain
1530,Region_1530,Netherlands
1531,Region_1531,Australia
1532,Region_1532,India
1533,Region_1533,China
1534,Region_1534,Japan
1535,Region_1535,South Korea
1536,Region_1536,South Africa
1537,Region_1537,Egypt
1538,Region_1538,Russia
1539,Region_1539,Turkey
1540,Region_1540,Saudi Arabia
1541,Region_1541,Argentina
1542,Region_1542,Chile
1543,Region_1543,Colombia
1544,Region_1544,Peru
1545,Region_1545,New Zealand
1546,Region_1546,Sweden
1547,Region_1547,Norway
1548,Region_1548,Denmark
1549,Region_1549,Finland
1550,Region_1550,Poland
1551,Region_1551,Portugal
1552,Region_1552,Belgium
1553,Region_1553,Switzerland
1554,Region_1554,Austria
1555,Region_1555,Greece
1556,Region_1556,Ireland
1557,Region_1557,Thailand
1558,Region_1558,Vietnam
1559,Region_1559,Malaysia
1560,Region_1560,Indonesia
1561,Region_1561,Philippines
1562,Region_1562,Pakistan
1563,Region_1563,Bangladesh
1564,Region_1564,Sri Lanka
1565,Region_1565,Nepal
1566,Region_1566,UAE
1567,Region_1567,Qatar
1568,Region_1568,Kuwait
1569,Region_1569,Oman
1570,Region_1570,Nigeria
1571,Region_1571,Kenya
1572,Region_1572,Morocco
1573,Region_1573,Algeria
1574,Region_1574,Venezuela
1575,Region_1575,Ecuador
1576,Region_1576,Paraguay
1577,Region_1577,Bolivia
1578,Region_1578,Uruguay
1579,Region_1579,Czech Republic
1580,Region_1580,Hungary
1581,Region_1581,Romania
1582,Region_1582,Bulgaria
1583,Region_1583,Slovakia
1584,Region_1584,Slovenia
1585,Region_1585,Croatia
1586,Region_1586,Serbia
1587,Region_1587,Lithuania
1588,Region_1588,Latvia
1589,Region_1589,Estonia
1590,Region_1590,Ukraine
1591,Region_1591,Belarus
1592,Region_1592,Kazakhstan
1593,Region_1593,Uzbekistan
1594,Region_1594,Turkmenistan
1595,Region_1595,Tajikistan
1596,Region_1596,Kyrgyzstan
1597,Region_1597,Mongolia
1598,Region_1598,Myanmar
1599,Region_1599,Cambodia
1600,Region_1600,Laos
1601,Region_1601,United States
1602,Region_1602,Canada
1603,Region_1603,Mexico
1604,Region_1604,Brazil
1605,Region_1605,United Kingdom
1606,Region_1606,Germany
1607,Region_1607,France
1608,Region_1608,Italy
1609,Region_1609,Spain
1610,Region_1610,Netherlands
1611,Region_1611,Australia
1612,Region_1612,India
1613,Region_1613,China
1614,Region_1614,Japan
1615,Region_1615,South Korea
1616,Region_1616,South Africa
1617,Region_1617,Egypt
1618,Region_1618,Russia
1619,Region_1619,Turkey
1620,Region_1620,Saudi Arabia
1621,Region_1621,Argentina
1622,Region_1622,Chile
1623,Region_1623,Colombia
1624,Region_1624,Peru
1625,Region_1625,New Zealand
1626,Region_1626,Sweden
1627,Region_1627,Norway
1628,Region_1628,Denmark
1629,Region_1629,Finland
1630,Region_1630,Poland
1631,Region_1631,Portugal
1632,Region_1632,Belgium
1633,Region_1633,Switzerland
1634,Region_1634,Austria
1635,Region_1635,Greece
1636,Region_1636,Ireland
1637,Region_1637,Thailand
1638,Region_1638,Vietnam
1639,Region_1639,Malaysia
1640,Region_1640,Indonesia
1641,Region_1641,Philippines
1642,Region_1642,Pakistan
1643,Region_1643,Bangladesh
1644,Region_1644,Sri Lanka
1645,Region_1645,Nepal
1646,Region_1646,UAE
1647,Region_1647,Qatar
1648,Region_1648,Kuwait
1649,Region_1649,Oman
1650,Region_1650,Nigeria
1651,Region_1651,Kenya
1652,Region_1652,Morocco
1653,Region_1653,Algeria
1654,Region_1654,Venezuela
1655,Region_1655,Ecuador
1656,Region_1656,Paraguay
1657,Region_1657,Bolivia
1658,Region_1658,Uruguay
1659,Region_1659,Czech Republic
1660,Region_1660,Hungary
1661,Region_1661,Romania
1662,Region_1662,Bulgaria
1663,Region_1663,Slovakia
1664,Region_1664,Slovenia
1665,Region_1665,Croatia
1666,Region_1666,Serbia
1667,Region_1667,Lithuania
1668,Region_1668,Latvia
1669,Region_1669,Estonia
1670,Region_1670,Ukraine
1671,Region_1671,Belarus
1672,Region_1672,Kazakhstan
1673,Region_1673,Uzbekistan
1674,Region_1674,Turkmenistan
1675,Region_1675,Tajikistan
1676,Region_1676,Kyrgyzstan
1677,Region_1677,Mongolia
1678,Region_1678,Myanmar
1679,Region_1679,Cambodia
1680,Region_1680,Laos
1681,Region_1681,United States
1682,Region_1682,Canada
1683,Region_1683,Mexico
1684,Region_1684,Brazil
1685,Region_1685,United Kingdom
1686,Region_1686,Germany
1687,Region_1687,France
1688,Region_1688,Italy
1689,Region_1689,Spain
1690,Region_1690,Netherlands
1691,Region_1691,Australia
1692,Region_1692,India
1693,Region_1693,China
1694,Region_1694,Japan
1695,Region_1695,South Korea
1696,Region_1696,South Africa
1697,Region_1697,Egypt
1698,Region_1698,Russia
1699,Region_1699,Turkey
1700,Region_1700,Saudi Arabia
1701,Region_1701,Argentina
1702,Region_1702,Chile
1703,Region_1703,Colombia
1704,Region_1704,Peru
1705,Region_1705,New Zealand
1706,Region_1706,Sweden
1707,Region_1707,Norway
1708,Region_1708,Denmark
1709,Region_1709,Finland
1710,Region_1710,Poland
1711,Region_1711,Portugal
1712,Region_1712,Belgium
1713,Region_1713,Switzerland
1714,Region_1714,Austria
1715,Region_1715,Greece
1716,Region_1716,Ireland
1717,Region_1717,Thailand
1718,Region_1718,Vietnam
1719,Region_1719,Malaysia
1720,Region_1720,Indonesia
1721,Region_1721,Philippines
1722,Region_1722,Pakistan
1723,Region_1723,Bangladesh
1724,Region_1724,Sri Lanka
1725,Region_1725,Nepal
1726,Region_1726,UAE
1727,Region_1727,Qatar
1728,Region_1728,Kuwait
1729,Region_1729,Oman
1730,Region_1730,Nigeria
1731,Region_1731,Kenya
1732,Region_1732,Morocco
1733,Region_1733,Algeria
1734,Region_1734,Venezuela
1735,Region_1735,Ecuador
1736,Region_1736,Paraguay
1737,Region_1737,Bolivia
1738,Region_1738,Uruguay
1739,Region_1739,Czech Republic
1740,Region_1740,Hungary
1741,Region_1741,Romania
1742,Region_1742,Bulgaria
1743,Region_1743,Slovakia
1744,Region_1744,Slovenia
1745,Region_1745,Croatia
1746,Region_1746,Serbia
1747,Region_1747,Lithuania
1748,Region_1748,Latvia
1749,Region_1749,Estonia
1750,Region_1750,Ukraine
1751,Region_1751,Belarus
1752,Region_1752,Kazakhstan
1753,Region_1753,Uzbekistan
1754,Region_1754,Turkmenistan
1755,Region_1755,Tajikistan
1756,Region_1756,Kyrgyzstan
1757,Region_1757,Mongolia
1758,Region_1758,Myanmar
1759,Region_1759,Cambodia
1760,Region_1760,Laos
1761,Region_1761,United States
1762,Region_1762,Canada
1763,Region_1763,Mexico
1764,Region_1764,Brazil
1765,Region_1765,United Kingdom
1766,Region_1766,Germany
1767,Region_1767,France
1768,Region_1768,Italy
1769,Region_1769,Spain
1770,Region_1770,Netherlands
1771,Region_1771,Australia
1772,Region_1772,India
1773,Region_1773,China
1774,Region_1774,Japan
1775,Region_1775,South Korea
1776,Region_1776,South Africa
1777,Region_1777,Egypt
1778,Region_1778,Russia
1779,Region_1779,Turkey
1780,Region_1780,Saudi Arabia
1781,Region_1781,Argentina
1782,Region_1782,Chile
1783,Region_1783,Colombia
1784,Region_1784,Peru
1785,Region_1785,New Zealand
1786,Region_1786,Sweden
1787,Region_1787,Norway
1788,Region_1788,Denmark
1789,Region_1789,Finland
1790,Region_1790,Poland
1791,Region_1791,Portugal
1792,Region_1792,Belgium
1793,Region_1793,Switzerland
1794,Region_1794,Austria
1795,Region_1795,Greece
1796,Region_1796,Ireland
1797,Region_1797,Thailand
1798,Region_1798,Vietnam
1799,Region_1799,Malaysia
1800,Region_1800,Indonesia
1801,Region_1801,Philippines
1802,Region_1802,Pakistan
1803,Region_1803,Bangladesh
1804,Region_1804,Sri Lanka
1805,Region_1805,Nepal
1806,Region_1806,UAE
1807,Region_1807,Qatar
1808,Region_1808,Kuwait
1809,Region_1809,Oman
1810,Region_1810,Nigeria
1811,Region_1811,Kenya
1812,Region_1812,Morocco
1813,Region_1813,Algeria
1814,Region_1814,Venezuela
1815,Region_1815,Ecuador
1816,Region_1816,Paraguay
1817,Region_1817,Bolivia
1818,Region_1818,Uruguay
1819,Region_1819,Czech Republic
1820,Region_1820,Hungary
1821,Region_1821,Romania
1822,Region_1822,Bulgaria
1823,Region_1823,Slovakia
1824,Region_1824,Slovenia
1825,Region_1825,Croatia
1826,Region_1826,Serbia
1827,Region_1827,Lithuania
1828,Region_1828,Latvia
1829,Region_1829,Estonia
1830,Region_1830,Ukraine
1831,Region_1831,Belarus
1832,Region_1832,Kazakhstan
1833,Region_1833,Uzbekistan
1834,Region_1834,Turkmenistan
1835,Region_1835,Tajikistan
1836,Region_1836,Kyrgyzstan
1837,Region_1837,Mongolia
1838,Region_1838,Myanmar
1839,Region_1839,Cambodia
1840,Region_1840,Laos
1841,Region_1841,United States
1842,Region_1842,Canada
1843,Region_1843,Mexico
1844,Region_1844,Brazil
1845,Region_1845,United Kingdom
1846,Region_1846,Germany
1847,Region_1847,France
1848,Region_1848,Italy
1849,Region_1849,Spain
1850,Region_1850,Netherlands
1851,Region_1851,Australia
1852,Region_1852,India
1853,Region_1853,China
1854,Region_1854,Japan
1855,Region_1855,South Korea
1856,Region_1856,South Africa
1857,Region_1857,Egypt
1858,Region_1858,Russia
1859,Region_1859,Turkey
1860,Region_1860,Saudi Arabia
1861,Region_1861,Argentina
1862,Region_1862,Chile
1863,Region_1863,Colombia
1864,Region_1864,Peru
1865,Region_1865,New Zealand
1866,Region_1866,Sweden
1867,Region_1867,Norway
1868,Region_1868,Denmark
1869,Region_1869,Finland
1870,Region_1870,Poland
1871,Region_1871,Portugal
1872,Region_1872,Belgium
1873,Region_1873,Switzerland
1874,Region_1874,Austria
1875,Region_1875,Greece
1876,Region_1876,Ireland
1877,Region_1877,Thailand
1878,Region_1878,Vietnam
1879,Region_1879,Malaysia
1880,Region_1880,Indonesia
1881,Region_1881,Philippines
1882,Region_1882,Pakistan
1883,Region_1883,Bangladesh
1884,Region_1884,Sri Lanka
1885,Region_1885,Nepal
1886,Region_1886,UAE
1887,Region_1887,Qatar
1888,Region_1888,Kuwait
1889,Region_1889,Oman
1890,Region_1890,Nigeria
1891,Region_1891,Kenya
1892,Region_1892,Morocco
1893,Region_1893,Algeria
1894,Region_1894,Venezuela
1895,Region_1895,Ecuador
1896,Region_1896,Paraguay
1897,Region_1897,Bolivia
1898,Region_1898,Uruguay
1899,Region_1899,Czech Republic
1900,Region_1900,Hungary
1901,Region_1901,Romania
1902,Region_1902,Bulgaria
1903,Region_1903,Slovakia
1904,Region_1904,Slovenia
1905,Region_1905,Croatia
1906,Region_1906,Serbia
1907,Region_1907,Lithuania
1908,Region_1908,Latvia
1909,Region_1909,Estonia
1910,Region_1910,Ukraine
1911,Region_1911,Belarus
1912,Region_1912,Kazakhstan
1913,Region_1913,Uzbekistan
1914,Region_1914,Turkmenistan
1915,Region_1915,Tajikistan
1916,Region_1916,Kyrgyzstan
1917,Region_1917,Mongolia
1918,Region_1918,Myanmar
1919,Region_1919,Cambodia
1920,Region_1920,Laos
1921,Region_1921,United States
1922,Region_1922,Canada
1923,Region_1923,Mexico
1924,Region_1924,Brazil
1925,Region_1925,United Kingdom
1926,Region_1926,Germany
1927,Region_1927,France
1928,Region_1928,Italy
1929,Region_1929,Spain
1930,Region_1930,Netherlands
1931,Region_1931,Australia
1932,Region_1932,India
1933,Region_1933,China
1934,Region_1934,Japan
1935,Region_1935,South Korea
1936,Region_1936,South Africa
1937,Region_1937,Egypt
1938,Region_1938,Russia
1939,Region_1939,Turkey
1940,Region_1940,Saudi Arabia
1941,Region_1941,Argentina
1942,Region_1942,Chile
1943,Region_1943,Colombia
1944,Region_1944,Peru
1945,Region_1945,New Zealand
1946,Region_1946,Sweden
1947,Region_1947,Norway
1948,Region_1948,Denmark
1949,Region_1949,Finland
1950,Region_1950,Poland
1951,Region_1951,Portugal
1952,Region_1952,Belgium
1953,Region_1953,Switzerland
1954,Region_1954,Austria
1955,Region_1955,Greece
1956,Region_1956,Ireland
1957,Region_1957,Thailand
1958,Region_1958,Vietnam
1959,Region_1959,Malaysia
1960,Region_1960,Indonesia
1961,Region_1961,Philippines
1962,Region_1962,Pakistan
1963,Region_1963,Bangladesh
1964,Region_1964,Sri Lanka
1965,Region_1965,Nepal
1966,Region_1966,UAE
1967,Region_1967,Qatar
1968,Region_1968,Kuwait
1969,Region_1969,Oman
1970,Region_1970,Nigeria
1971,Region_1971,Kenya
1972,Region_1972,Morocco
1973,Region_1973,Algeria
1974,Region_1974,Venezuela
1975,Region_1975,Ecuador
1976,Region_1976,Paraguay
1977,Region_1977,Bolivia
1978,Region_1978,Uruguay
1979,Region_1979,Czech Republic
1980,Region_1980,Hungary
1981,Region_1981,Romania
1982,Region_1982,Bulgaria
1983,Region_1983,Slovakia
1984,Region_1984,Slovenia
1985,Region_1985,Croatia
1986,Region_1986,Serbia
1987,Region_1987,Lithuania
1988,Region_1988,Latvia
1989,Region_1989,Estonia
1990,Region_1990,Ukraine
1991,Region_1991,Belarus
1992,Region_1992,Kazakhstan
1993,Region_1993,Uzbekistan
1994,Region_1994,Turkmenistan
1995,Region_1995,Tajikistan
1996,Region_1996,Kyrgyzstan
1997,Region_1997,Mongolia
1998,Region_1998,Myanmar
1999,Region_1999,Cambodia
2000,Region_2000,Laos
2001,Region_2001,United States
2002,Region_2002,Canada
2003,Region_2003,Mexico
2004,Region_2004,Brazil
2005,Region_2005,United Kingdom
2006,Region_2006,Germany
2007,Region_2007,France
2008,Region_2008,Italy
2009,Region_2009,Spain
2010,Region_2010,Netherlands
2011,Region_2011,Australia
2012,Region_2012,India
2013,Region_2013,China
2014,Region_2014,Japan
2015,Region_2015,South Korea
2016,Region_2016,South Africa
2017,Region_2017,Egypt
2018,Region_2018,Russia
2019,Region_2019,Turkey
2020,Region_2020,Saudi Arabia
2021,Region_2021,Argentina
2022,Region_2022,Chile
2023,Region_2023,Colombia
2024,Region_2024,Peru
2025,Region_2025,New Zealand
2026,Region_2026,Sweden
2027,Region_2027,Norway
2028,Region_2028,Denmark
2029,Region_2029,Finland
2030,Region_2030,Poland
2031,Region_2031,Portugal
2032,Region_2032,Belgium
2033,Region_2033,Switzerland
2034,Region_2034,Austria
2035,Region_2035,Greece
2036,Region_2036,Ireland
2037,Region_2037,Thailand
2038,Region_2038,Vietnam
2039,Region_2039,Malaysia
2040,Region_2040,Indonesia
2041,Region_2041,Philippines
2042,Region_2042,Pakistan
2043,Region_2043,Bangladesh
2044,Region_2044,Sri Lanka
2045,Region_2045,Nepal
2046,Region_2046,UAE
2047,Region_2047,Qatar
2048,Region_2048,Kuwait
2049,Region_2049,Oman
2050,Region_2050,Nigeria
2051,Region_2051,Kenya
2052,Region_2052,Morocco
2053,Region_2053,Algeria
2054,Region_2054,Venezuela
2055,Region_2055,Ecuador
2056,Region_2056,Paraguay
2057,Region_2057,Bolivia
2058,Region_2058,Uruguay
2059,Region_2059,Czech Republic
2060,Region_2060,Hungary
2061,Region_2061,Romania
2062,Region_2062,Bulgaria
2063,Region_2063,Slovakia
2064,Region_2064,Slovenia
2065,Region_2065,Croatia
2066,Region_2066,Serbia
2067,Region_2067,Lithuania
2068,Region_2068,Latvia
2069,Region_2069,Estonia
2070,Region_2070,Ukraine
2071,Region_2071,Belarus
2072,Region_2072,Kazakhstan
2073,Region_2073,Uzbekistan
2074,Region_2074,Turkmenistan
2075,Region_2075,Tajikistan
2076,Region_2076,Kyrgyzstan
2077,Region_2077,Mongolia
2078,Region_2078,Myanmar
2079,Region_2079,Cambodia
2080,Region_2080,Laos
2081,Region_2081,United States
2082,Region_2082,Canada
2083,Region_2083,Mexico
2084,Region_2084,Brazil
2085,Region_2085,United Kingdom
2086,Region_2086,Germany
2087,Region_2087,France
2088,Region_2088,Italy
2089,Region_2089,Spain
2090,Region_2090,Netherlands
2091,Region_2091,Australia
2092,Region_2092,India
2093,Region_2093,China
2094,Region_2094,Japan
2095,Region_2095,South Korea
2096,Region_2096,South Africa
2097,Region_2097,Egypt
