SalesID,OrderDate,CustomerID,ProductID,RegionID,QuantitySold,SalesAmount,Profit
4656,15-Jun-21,2831,2237,1887,6,2894.1,419.5
4671,24-Aug-19,4029,3721,4361,6,3220.8,455.53
4688,19-May-19,1178,2462,2590,6,1100,464.29
4705,07-Aug-21,4164,3945,4752,6,3411.1,594.3
4722,23-Sep-18,3902,4478,2401,6,2114.2,714.91
4742,05-Nov-22,3860,4085,1247,6,4217.4,1365.36
4764,01-Apr-24,1514,1424,2020,6,3430.9,1050.06
4781,04-Feb-20,2817,2274,2620,6,2366.1,826.82
4787,18-Sep-23,2538,3110,4543,6,3184.5,203.06
4794,21-Nov-16,1415,2692,669,6,5045.7,403.72
4807,14-Oct-19,4722,1635,2428,6,1012,724.24
4826,24-Jun-23,2029,125,4988,6,3517.8,382.54
4851,18-Aug-17,1619,2217,4971,6,3807.1,388.65
4894,05-Dec-20,2874,332,1439,6,2675.2,802.03
4908,25-Oct-19,4758,4347,3927,6,778.8,497.07
4994,05-Jun-22,1523,433,2189,6,5087.5,169.76
17,24-Mar-21,741,817,4364,15,1892,537.97
21,26-May-17,4474,3226,3452,15,1794.1,790.68
28,20-Aug-18,569,1937,665,15,3276.9,778.98
29,25-Dec-22,1288,1297,3112,15,4699.2,412.15
31,31-Mar-21,1143,1491,507,15,4506.7,1377.09
40,25-Jan-20,4234,1788,1147,15,3391.3,565.8
44,10-Jul-23,4000,764,2097,15,3626.7,1195.93
50,12-Jun-15,1577,4643,3255,15,4598,114.69
62,11-May-17,1681,390,4037,15,3850,762.89
104,21-Jun-20,4683,2243,2152,15,2872.1,569.43
122,19-Feb-19,111,2965,3284,15,1651.1,616.57
131,24-Feb-21,4209,353,2861,15,577.5,362.21
135,30-Oct-19,1056,319,3060,15,5445,334.49
141,21-Dec-16,1427,436,4552,15,2964.5,1069.29
170,21-Apr-17,1071,2316,1947,15,4572.7,855.06
213,05-Mar-19,3664,2912,1766,15,4094.2,162.36
237,20-Apr-24,46,3326,2496,15,2112,889.63
274,06-Apr-17,3474,193,393,15,3283.5,822.05
279,22-Jan-23,3879,829,1632,15,662.2,639.54
304,21-Sep-23,1518,29,3256,15,5566,360.98
317,18-May-16,3379,318,2456,15,3163.6,1383.18
320,27-Jul-23,4702,3956,4532,15,1911.8,238.79
321,09-Nov-23,181,226,2572,15,2788.5,464.4
326,21-Mar-22,721,1,3509,15,376.2,717.02
328,23-Dec-16,3858,3320,2437,15,5198.6,379.29
396,28-Mar-16,3392,2044,4165,15,3588.2,180.33
403,08-Jul-19,1618,2236,1521,15,1212.2,418.66
409,07-Apr-15,919,892,1646,15,1973.4,108.9
433,20-Feb-16,2793,2073,4720,15,1439.9,485.2
434,01-Aug-22,892,798,962,15,5131.5,893.85
436,04-Apr-19,4646,4550,2936,15,3973.2,765.05
515,22-Dec-17,2525,639,1810,15,5187.6,228.03
529,20-Jun-17,693,2359,3497,15,4004,266.7
583,15-May-22,3724,2861,470,15,2556.4,781.41
624,09-Dec-24,2470,591,811,15,2563,234.78
674,04-Aug-18,2116,3049,3198,15,5285.5,585.16
706,17-Jul-19,2489,3720,2411,15,2094.4,1041.43
772,28-Dec-17,4585,1317,4159,15,1851.3,162.88
810,27-Oct-24,2776,3138,1177,15,738.1,703.08
814,23-Apr-15,4837,2870,4151,15,573.1,93.39
833,14-Jan-23,2064,2785,2626,15,4862,436.43
843,10-Nov-22,2317,274,1018,15,2358.4,454.61
867,28-Jun-22,4473,2684,4893,15,2437.6,1296.68
881,06-Feb-24,2935,4370,3566,15,962.5,58.49
899,25-Apr-17,1045,3928,357,15,1593.9,439.34
901,28-Jan-16,1778,817,4708,15,4398.9,579.88
902,01-Feb-23,4813,3719,268,15,4808.1,836.88
933,18-Dec-22,478,4303,1117,15,675.4,375.78
940,23-Dec-19,2930,4690,2962,15,3812.6,234.78
954,02-Apr-22,1200,4514,2001,15,115.5,556.6
957,08-Nov-16,1978,282,917,15,3487,526.06
974,18-Jun-22,2737,4707,1057,15,3422.1,640.79
1011,24-Nov-23,1162,1524,155,15,3009.6,820.61
1045,01-Jan-23,1244,848,4063,15,4116.2,1043.89
1065,18-Nov-19,2153,279,2487,15,1351.9,526.94
1066,23-Jun-24,4232,4895,4249,15,3625.6,1290.17
1091,30-Oct-18,4401,2025,4427,15,5135.9,142.69
1104,04-Feb-24,3918,4399,337,15,2879.8,1058.75
1121,27-Sep-18,3459,1224,321,15,4756.4,277.97
1125,26-Apr-16,2287,4452,4832,15,3320.9,167.64
1142,08-Jul-23,585,3225,2852,15,5347.1,106.92
1169,19-Oct-20,4678,1928,1396,15,4763,805.86
1176,22-Mar-17,823,2147,425,15,1508.1,354.62
1188,25-Feb-23,1546,4827,3502,15,152.9,505.3
1229,23-Apr-24,2645,4318,2049,15,4170.1,536.07
1243,01-Mar-15,3832,1166,2141,15,364.1,43.68
1248,02-Sep-18,2394,3340,2737,15,292.6,883.11
1249,04-May-19,1675,2217,3070,15,2673,1254.88
1288,08-May-15,4958,451,2485,15,2731.3,1125.34
1340,06-Jun-19,2361,2014,2107,15,2495.9,949.08
1346,11-Mar-17,542,1339,33,15,3315.4,658.46
1367,28-Oct-19,1506,924,3512,15,2875.4,1079.76
1377,13-Jun-19,2073,2932,3287,15,1796.3,154.15
1378,12-Oct-19,1032,1251,3303,15,2840.2,640.93
1390,25-Dec-23,2850,2537,1498,15,5210.7,762.47
1393,10-Mar-16,1229,2599,2237,15,5042.4,494.65
1452,04-Feb-17,2282,2622,209,15,4034.8,467.78
1462,24-Feb-20,3750,1252,2903,15,1515.8,360.58
1463,06-May-15,3713,160,3848,15,1230.9,88.4
1469,21-Mar-24,849,1697,4117,15,1914,974.33
1475,10-Sep-16,3601,3343,311,15,1004.3,855.14
1482,09-Feb-24,4968,182,2790,15,3815.9,306.49
1487,09-Jan-16,107,4295,29,15,2390.3,1067.42
1532,15-Jun-19,435,1728,617,15,3693.8,442.62
1537,21-Feb-21,3280,2969,125,15,4881.8,1015.25
1563,29-Aug-22,3805,305,115,15,4128.3,1101.06
1566,04-May-16,1568,4198,3873,15,2778.6,372.02
1567,25-Sep-22,3992,1194,1249,15,4259.2,399.49
1583,13-Oct-16,2671,1943,1015,15,410.3,594.83
1587,06-Dec-23,2697,4836,608,15,697.4,1348.05
1653,28-Jan-21,2879,2072,4011,15,4910.4,845
1689,22-Jul-23,3066,4078,356,15,699.6,534.34
1717,18-Mar-23,4713,3242,3608,15,5430.7,540.76
1734,20-Sep-20,4532,65,1620,15,2490.4,100.58
1736,15-Jun-20,4015,3701,3833,15,4798.2,88.9
1747,21-Jun-15,1135,2927,3410,15,4092,810.58
1792,04-Sep-20,2275,2795,4024,15,977.9,477.05
1798,04-Oct-24,4604,4483,1540,15,2664.2,1054.88
1866,20-Jul-17,1938,3767,4612,15,5215.1,948.29
1867,05-Mar-17,2498,4563,2815,15,4934.6,136.75
1902,05-Jun-20,4104,2025,563,15,1776.5,1078.54
1931,18-Jul-19,2747,3597,3261,15,2873.2,352.11
1960,29-May-18,2772,3246,2299,15,4183.3,322.63
1963,28-Feb-22,4196,1471,334,15,2541,984.94
2012,23-May-15,3901,3404,4431,15,2198.9,473.22
2014,11-Feb-24,2468,1963,4663,15,2495.9,471.11
2033,06-Dec-16,4192,2132,2665,15,926.2,99.5
2043,25-Mar-17,3047,1407,488,15,4296.6,535.69
2070,17-Jun-19,4672,4777,2918,15,4693.7,528.66
2092,28-Oct-24,3114,1404,1985,15,2915,162.25
2103,24-Aug-22,3665,805,632,15,4162.4,102.97
2113,18-Sep-20,3725,2050,765,15,364.1,1152.69
2155,03-Feb-19,294,4432,1509,15,4198.7,758.74
2177,19-Oct-24,4155,3800,1550,15,1221,437.23
2178,25-Mar-19,4422,1967,2887,15,2451.9,382.45
2206,31-Mar-18,3892,4496,1160,15,3305.5,473.11
2222,30-Oct-22,16,4082,696,15,4237.2,1120.94
2226,18-Mar-19,1869,2309,131,15,849.2,434.27
2233,04-Dec-16,3870,510,2150,15,739.2,478.92
2261,16-Mar-20,4201,971,4630,15,4759.7,978.12
2275,24-Aug-15,2751,1329,2050,15,3169.1,702.12
2289,06-Feb-17,4417,2315,4950,15,478.5,326.94
2316,24-Dec-22,1254,4193,4058,15,614.9,20.46
2318,23-Apr-18,1568,2710,4189,15,2366.1,1665.18
2360,13-Oct-24,449,1779,2290,15,4261.4,1208.55
2399,23-Apr-17,4955,750,213,15,4455,798.93
2407,03-Nov-22,3809,195,2176,15,1351.9,98.57
2459,31-Dec-17,2368,2788,1493,15,3735.6,464.08
2462,30-Nov-21,4859,1369,3814,15,4274.6,523.81
2499,21-Mar-15,2646,3865,4293,15,2554.2,771.14
2500,21-Aug-17,514,2896,862,15,5327.3,716.98
2504,29-Nov-21,2695,2965,1369,15,539,230.91
2511,08-Jul-19,4600,530,4705,15,3114.1,599.74
2513,04-Dec-16,4140,3635,3628,15,3624.5,110.77
2540,06-Sep-15,3755,2030,2860,15,4450.6,279.84
2578,22-Mar-19,3967,1409,1728,15,5336.1,917.84
2591,24-Mar-15,2385,1740,681,15,240.9,558.56
2619,04-Sep-23,1234,4880,3665,15,2640,776.61
2633,24-Jan-18,1284,464,4893,15,3719.1,1028.46
2648,26-Nov-23,4687,4766,2012,15,4098.6,524.47
2681,06-Apr-15,4692,1957,1888,15,3402.3,590.98
2682,01-Sep-21,3192,253,69,15,5028.1,51.04
2691,08-Aug-23,2112,1797,714,15,2238.5,470.65
2714,23-Apr-23,3676,2941,2029,15,650.1,69.45
2730,05-Apr-18,3008,4805,818,15,685.3,364.98
2732,09-Apr-23,3972,2869,3,15,608.3,522.85
2747,16-May-21,1245,1813,3666,15,851.4,486.49
2772,10-Aug-24,4929,1145,686,15,3861,446.88
2798,20-Sep-18,3001,858,1170,15,624.8,578.05
2800,28-Jan-16,2408,1627,3220,15,1376.1,112.27
2833,28-Apr-15,1546,511,1825,15,5478,352.28
2871,24-Oct-23,4295,1699,3755,15,575.3,620.62
2883,17-Feb-20,4920,4703,1813,15,5525.3,553.21
2901,03-Apr-17,4370,1664,309,15,459.8,1189.8
2922,07-May-20,263,3461,4777,15,3806,296.01
2925,02-Dec-21,2758,2858,3547,15,1360.7,412.1
2991,16-Feb-19,1834,1088,1985,15,4747.6,287.01
3013,18-Mar-23,4494,1959,3762,15,3227.4,218.24
3031,02-May-24,4529,2637,2312,15,908.6,312.94
3053,24-Mar-16,4187,2763,2565,15,2649.9,1250.04
3060,15-Aug-15,4220,615,2943,15,2201.1,564.83
3063,14-Aug-20,2320,3445,83,15,5206.3,945.84
3101,24-Dec-17,1498,2158,1261,15,1905.2,117.04
3121,28-Feb-21,2224,4621,4640,15,4981.9,660.04
3130,12-Feb-15,957,2261,1992,15,1291.4,406.98
3145,02-May-22,770,3577,3656,15,2610.3,966.14
3203,30-Sep-19,4687,2693,847,15,5104,245.19
3230,21-Dec-18,3655,4245,2226,15,5139.2,602.89
3267,19-Mar-24,2440,3349,730,15,5278.9,117.88
3289,12-Jul-16,662,3055,4973,15,3914.9,215.27
3306,14-Apr-24,1672,755,2507,15,405.9,588.28
3313,17-Mar-16,698,1573,4759,15,352,922.28
3361,17-Jul-17,1520,4501,1209,15,2813.8,110.09
3364,02-Nov-17,262,3471,1034,15,4719,1354.65
3385,21-Jun-19,3252,4823,3433,15,3820.3,191.33
3401,24-Jan-17,14,4234,3467,15,1689.6,987.8
3415,22-Jan-21,3231,3646,1772,15,1269.4,700.92
3419,18-May-24,4462,1875,3806,15,2943.6,580.34
3424,24-Sep-23,2050,4271,1723,15,5484.6,110.06
3430,20-Sep-18,1764,655,4538,15,721.6,640.07
3465,13-Jan-19,3244,2836,1232,15,617.1,338.77
3486,29-Jul-15,1251,4084,3894,15,2712.6,216.15
3496,06-Jul-23,2056,689,3769,15,4698.1,413.38
3500,06-Nov-20,502,4763,4835,15,3797.2,276.89
3502,13-Nov-18,2242,3871,833,15,1048.3,534.93
3510,15-Jan-24,502,2187,3178,15,3705.9,239.93
3535,01-Nov-23,3080,990,4264,15,341,972.58
3571,02-Sep-17,2881,353,1391,15,847,717.52
3585,29-Jul-17,2171,2283,3430,15,3560.7,147.91
3602,21-Dec-16,2190,2948,760,15,4092,504.5
3616,16-Sep-17,3436,3267,2802,15,2900.7,512.57
3642,27-Nov-22,3582,1953,2537,15,5403.2,578.77
3686,30-Nov-15,1705,1205,1172,15,731.5,116.93
3718,20-Nov-17,1545,2165,2008,15,4602.4,760.12
3725,30-Jul-20,2485,752,2513,15,3803.8,284.59
3763,07-Jun-21,3653,4624,4594,15,4475.9,127.93
3767,11-Sep-23,3282,3803,2816,15,3389.1,66.78
3770,30-Apr-22,3536,623,400,15,2350.7,957.43
3773,21-Nov-18,782,3449,524,15,474.1,650.43
3775,10-Mar-20,4968,4344,3528,15,4076.6,920.41
3777,04-Mar-17,266,4444,952,15,3812.6,278.07
3778,09-Dec-20,2792,3782,213,15,1672,694.69
3813,19-Jul-19,700,4554,4441,15,4686,319.89
3814,05-May-20,4939,1513,896,15,1721.5,1228.88
3848,26-Mar-19,3313,4897,1090,15,874.5,283.8
3852,21-Mar-16,1255,4882,671,15,1191.3,727.95
3861,22-Mar-19,2822,283,4673,15,1091.2,221.27
3916,29-Jan-24,1854,1522,317,15,1533.4,78.35
3917,11-Jul-16,3811,1680,4675,15,3308.8,1140.43
3939,16-Jul-23,2727,3226,4101,15,365.2,366.96
3945,21-Jun-15,4209,4364,1084,15,4363.7,286.75
3964,01-Feb-20,1989,1548,1373,15,2473.9,858.55
3969,25-Jul-18,1767,2432,1005,15,4035.9,1003.83
3972,05-Apr-17,2086,4058,2774,15,5156.8,849.82
3993,09-Mar-16,2424,1781,1968,15,517,73.7
4024,04-Nov-20,4652,1194,4690,15,1846.9,778.62
4036,19-Apr-20,3189,2173,4690,15,5218.4,1221.62
4071,09-Nov-15,3830,516,2762,15,303.6,615.68
4075,30-Mar-16,3125,4932,1589,15,451,306.02
4084,16-Oct-23,1661,1526,3799,15,5187.6,357.98
4111,11-Sep-17,4905,1786,3850,15,3920.4,685.48
4123,19-Mar-20,2509,466,728,15,3666.3,756.76
4152,27-Apr-21,3504,1526,1487,15,1194.6,452.63
4160,08-Dec-20,1356,4766,342,15,5282.2,224.03
4170,18-Feb-19,339,623,1942,15,4149.2,1220.18
4183,18-Dec-20,422,4470,3672,15,1831.5,175.32
4189,14-Aug-20,3221,2825,1410,15,5006.1,597.59
4208,04-Nov-21,4175,2285,2018,15,2637.8,355.97
4209,18-Sep-21,3842,593,933,15,201.3,43.43
4242,08-Oct-24,1985,1799,4733,15,4908.2,106.79
4245,08-May-18,2742,4162,3838,15,399.3,222.75
4267,18-Oct-17,2653,990,1714,15,5550.6,455.03
4273,29-May-20,2290,4530,398,15,1950.3,98.51
4331,21-Feb-24,4903,4235,2629,15,2714.8,840.57
4346,06-May-15,4994,4999,4084,15,4956.6,1220.6
4371,29-Aug-23,4057,1286,1289,15,1607.1,625.42
4380,07-Sep-15,100,4700,2041,15,1828.2,135.63
4400,25-Jan-19,2663,2282,4964,15,4045.8,888.79
4416,10-Jun-23,178,188,916,15,3202.1,111.76
4488,25-Oct-24,3172,4479,1874,15,950.4,597.62
4534,13-Jul-22,4887,2627,3862,15,1879.9,1232.83
4557,02-Aug-19,2727,2230,3593,15,4361.5,223.15
4569,28-Jan-21,2146,3272,4189,15,4594.7,549.78
4574,14-May-20,2024,877,2032,15,1371.7,850.26
4619,15-Jun-19,2301,438,4519,15,3634.4,52.98
4639,03-Sep-22,639,3231,2745,15,4195.4,998.58
4661,30-Jan-24,2783,2566,3509,15,1471.8,299.73
4665,22-Jan-21,155,3748,4045,15,5459.3,1151.91
4724,01-Sep-15,4470,3324,1663,15,4907.1,1195.7
4753,18-Apr-21,3444,4786,1734,15,4512.2,1082.27
4755,22-Oct-16,4655,2256,1563,15,5179.9,94.82
4800,23-Jan-22,4855,4573,1637,15,4951.1,53.76
4805,07-Aug-15,502,3411,2949,15,1985.5,102.72
4806,03-Aug-23,2603,2550,4112,15,756.8,115.28
4818,18-Mar-17,756,3829,91,15,2997.5,783.46
4833,26-Jan-20,930,2083,4597,15,2786.3,443.52
4869,04-Oct-17,803,3453,4686,15,4139.3,489.35
4891,23-Aug-22,1194,1413,3817,15,1058.2,623.04
4901,31-Oct-15,1964,3411,4143,15,308,677.42
4942,23-Dec-23,90,3415,1174,15,1667.6,444.4
4957,23-Oct-17,1028,2541,1764,15,2490.4,474.47
4982,22-Nov-16,1436,4060,791,15,551.1,705.38
4984,04-Nov-21,1,789,2039,15,4528.7,28.88
5,29-Aug-16,3879,3244,4684,5,4742.1,696.23
9,29-May-22,4009,4647,697,5,3655.3,753.42
13,10-May-17,3097,4742,4704,5,2218.7,412.97
81,08-Nov-17,4169,2021,1470,5,5010.5,180.39
89,19-Dec-17,263,4074,382,5,4325.2,205.74
101,04-Oct-19,4546,1787,1806,5,4318.6,1124.48
116,03-Sep-18,4024,1807,3749,5,4423.1,1057.54
148,09-Sep-24,3690,4319,3488,5,3550.8,1137.99
160,21-Oct-22,1696,4720,2362,5,2469.5,472.82
169,25-Feb-16,530,2209,3626,5,5057.8,217.01
214,09-Dec-16,770,671,542,5,5292.1,484.64
216,13-May-23,4537,907,1136,5,5306.4,1168.1
225,04-Dec-24,3574,4798,2299,5,880,1164.31
240,16-Nov-21,785,3516,3953,5,353.1,205.7
273,08-Nov-24,4768,4277,3,5,2091.1,816.07
285,14-Dec-16,685,3831,4880,5,2275.9,158.02
289,17-May-20,4725,4926,2466,5,4593.6,471.04
351,03-Nov-22,4282,4340,3662,5,1590.6,1246.1
416,30-Aug-17,1892,13,1592,5,2603.7,652.87
417,27-Oct-17,1224,1356,2688,5,2755.5,507.01
450,30-Nov-18,1815,1495,3845,5,2667.5,142.78
474,23-Aug-22,2646,3665,3292,5,1327.7,150.7
477,17-Apr-16,3589,1489,728,5,5595.7,465.23
486,17-Mar-21,2872,2621,2170,5,4117.3,469.26
491,17-Aug-24,4231,4921,1677,5,4827.9,853.78
517,25-Jun-15,1603,2086,1884,5,401.5,1134.38
526,10-Jan-15,2870,296,4128,5,5511,736.26
533,01-Jun-21,2648,4755,519,5,561,111.8
541,22-Oct-17,1229,2316,2170,5,1452,891.33
558,01-Aug-21,3245,3409,4137,5,4671.7,1013.94
566,04-Jul-15,2954,315,3948,5,2891.9,51.48
582,02-Dec-23,1442,4126,3688,5,2909.5,457.23
594,13-Aug-21,4118,3813,4925,5,1449.8,748.55
597,18-Jul-22,4940,769,4858,5,2319.9,29.6
601,06-Aug-19,1669,1747,292,5,4085.4,217.07
606,07-Apr-16,4866,255,4788,5,3294.5,157.37
640,16-Sep-18,2683,3054,2465,5,2263.8,415.8
644,05-Aug-15,1743,1489,3426,5,1480.6,470.03
645,26-Nov-21,1549,2019,3549,5,3077.8,569.94
653,13-Sep-17,3067,3303,2379,5,1315.6,205.04
678,22-Aug-24,2380,2077,4084,5,3756.5,1079.32
686,25-Apr-19,4144,4018,435,5,244.2,747.78
732,01-Aug-18,2047,4260,3689,5,4648.6,861.52
752,29-Jul-24,4048,843,4,5,2852.3,179.96
770,16-Dec-22,506,3581,2380,5,3171.3,898.13
771,11-Aug-19,806,2416,2606,5,947.1,862.09
783,20-Sep-24,1807,3494,2932,5,4752,107.36
793,02-Aug-20,3816,2583,957,5,1931.6,546.65
798,14-Dec-17,237,72,2075,5,1956.9,238.24
809,01-Nov-17,4101,4084,2687,5,814,1201.96
869,11-Aug-16,139,3721,3605,5,5127.1,659.04
870,18-Jul-17,2828,4986,4650,5,5145.8,1493.25
914,13-Jun-21,260,1800,1504,5,4610.1,262.36
942,10-Dec-15,1910,4120,805,5,5275.6,812.39
971,08-Nov-17,3575,1775,3655,5,5075.4,404.12
979,21-Jul-21,716,1588,2546,5,2799.5,246.4
981,01-Jan-16,1860,364,1235,5,2371.6,79.33
982,07-Nov-20,1446,1483,4621,5,256.3,932.32
1017,21-Jun-16,528,4927,3945,5,4062.3,224.05
1020,03-Jun-24,4340,3526,3429,5,143,636.3
1034,26-Oct-23,70,1043,1383,5,193.6,549.65
1134,11-Sep-15,1866,1987,3962,5,220,744.44
1144,15-Apr-18,3663,4257,4514,5,1163.8,517.42
1167,16-Feb-21,2687,4361,4919,5,1086.8,41.24
1181,11-Jan-22,2914,3098,960,5,1938.2,1084.51
1191,04-Jan-20,1128,862,3906,5,2747.8,1018.16
1194,21-Apr-16,4852,2795,3160,5,2087.8,405.02
1203,23-May-23,3718,3725,876,5,3969.9,1275.18
1211,23-Oct-15,2376,2800,1795,5,2030.6,425.3
1216,13-Sep-19,3848,1667,491,5,470.8,202.52
1223,31-Jan-15,4393,377,2270,5,173.8,1033.03
1247,03-Aug-22,4718,4923,507,5,3345.1,85.89
1270,31-Dec-20,2536,1063,2058,5,686.4,209.57
1283,23-Mar-22,1660,2608,146,5,3082.2,1441.34
1298,17-Jun-16,2420,4580,1037,5,5317.4,711.57
1338,28-Jul-15,1993,4606,2680,5,2274.8,380.55
1344,23-Jun-15,3029,570,965,5,4986.3,867.44
1373,06-Mar-21,4046,123,2738,5,2550.9,754.91
1430,23-Jun-21,1896,3866,468,5,314.6,621.85
1434,22-Mar-20,2394,355,2651,5,3283.5,93.56
1453,14-Nov-17,3293,3481,2641,5,752.4,92.84
1454,12-Mar-21,2457,2587,3271,5,463.1,99.4
1466,15-Aug-18,4929,2440,2658,5,5511,717.35
1467,12-Jan-21,4478,4511,1334,5,4710.2,396
1477,10-Aug-18,4533,4667,2459,5,3155.9,44.09
1507,25-Feb-22,2859,539,757,5,5185.4,787.78
1514,08-Feb-20,3819,423,2395,5,3765.3,156.75
1522,17-Mar-24,1281,757,2080,5,4759.7,131.73
1542,29-Jan-20,3768,254,3766,5,1310.1,655.05
1557,11-Aug-16,3422,831,2230,5,2715.9,572.88
1564,04-May-21,2299,4724,4707,5,1435.5,265.98
1576,11-Jul-16,2097,3299,2635,5,2178,134.97
1586,27-May-23,4895,4220,2648,5,4646.4,345.91
1658,23-Dec-21,242,3981,2000,5,3119.6,343.53
1669,25-May-21,3517,938,685,5,3226.3,910.05
1677,15-Feb-24,1907,2407,2349,5,3100.9,817.15
1802,01-Jan-23,1451,586,3437,5,4689.3,139.03
1808,28-Jul-22,721,1269,1418,5,3450.7,511.39
1809,21-Feb-23,1732,4718,2967,5,2858.9,1090.98
1819,24-Jun-23,4251,590,2606,5,5265.7,58.38
1824,24-Oct-24,2036,592,2855,5,2434.3,640.42
1838,30-Jan-18,4859,3323,3169,5,1513.6,725.56
1854,25-Nov-17,1228,1165,1011,5,665.5,793.78
1855,05-Dec-18,3490,3364,146,5,3657.5,898.33
1871,11-Nov-23,3066,4281,3767,5,3973.2,1154.87
1882,27-Sep-17,2164,1324,1685,5,5065.5,465.49
1896,10-Sep-24,2640,2161,1653,5,5519.8,283.71
1986,28-Nov-23,4584,355,4840,5,2388.1,376.46
1993,12-Oct-17,4502,3180,3663,5,4874.1,386.43
1994,28-Mar-20,1903,1257,1273,5,1445.4,448.31
2006,06-Jul-21,155,4091,668,5,4656.3,195.76
2027,05-Nov-16,4023,366,1181,5,1807.3,252.33
2038,18-Mar-22,3501,3356,2773,5,540.1,743.69
2059,25-May-23,1604,4065,3841,5,2060.3,1192.75
2128,20-Mar-24,3620,4127,3754,5,4354.9,465.96
2163,03-Apr-18,3261,3894,3120,5,1250.7,397.85
2167,16-Aug-15,3061,4317,2049,5,3708.1,453.31
2174,13-Mar-18,1568,3025,2569,5,1833.7,593.79
2273,10-Aug-21,3634,1201,3767,5,290.4,660.79
2298,25-Sep-24,1153,1793,4264,5,5388.9,607.2
2302,03-Jul-19,3868,3420,2515,5,401.5,305.73
2303,12-Sep-17,967,4477,2613,5,5390,565.3
2348,14-Jun-21,2387,4418,1532,5,1267.2,1504.14
2354,05-Jun-18,3596,381,1323,5,347.6,392.4
2370,20-Aug-16,3240,4129,3718,5,3602.5,642.71
2388,13-Feb-21,2175,4114,2024,5,3021.7,432.56
2424,17-Mar-24,785,2254,586,5,1915.1,515.28
2440,06-Mar-16,3776,3708,4078,5,442.2,597.49
2452,02-Oct-17,1921,2374,3929,5,4459.4,1175.44
2470,24-Nov-17,1452,141,1004,5,2801.7,444.37
2478,30-May-19,1188,1483,2145,5,2115.3,864.84
2515,09-Jun-20,2491,2251,4632,5,1716,542.77
2534,26-Jul-20,3773,1059,4251,5,713.9,535.19
2557,21-Apr-19,2168,696,3410,5,3758.7,609.11
2561,03-Mar-20,157,1942,3531,5,558.8,193.38
2600,01-Sep-23,2914,2540,2536,5,4034.8,433.68
2616,06-Jul-17,4288,2230,1424,5,4537.5,641.17
2693,23-Dec-18,3006,2245,354,5,922.9,427.94
2704,29-Aug-22,4048,3214,1404,5,5216.2,604.23
2711,27-May-17,2638,4727,4225,5,5449.4,701.62
2742,11-Sep-20,4595,1140,4711,5,977.9,277.9
2773,26-Sep-21,1239,721,2206,5,4857.6,367.22
2774,03-Jul-19,337,3742,3626,5,482.9,499.37
2791,18-Jul-16,1974,4566,2056,5,3000.8,587.76
2861,27-Jun-21,1313,3295,528,5,2904,826.21
2875,27-Jan-23,1151,3590,186,5,5117.2,325.95
2889,21-Nov-19,4356,888,655,5,334.4,776.78
2900,17-Oct-18,1051,2232,4274,5,2121.9,912.91
2928,25-Mar-18,1292,2580,3236,5,3036,533.02
3004,14-Aug-15,1992,702,2467,5,3449.6,639.12
3033,12-Dec-16,1205,468,36,5,453.2,672.36
3097,16-Jun-23,3909,795,4808,5,1229.8,292.39
3103,10-Jun-22,3440,4878,287,5,3427.6,1233.44
3127,18-Dec-19,1171,3095,739,5,388.3,664.2
3162,28-Aug-17,4668,3104,1198,5,2217.6,430.06
3191,05-Mar-15,400,2724,3336,5,4614.5,157.78
3192,25-Dec-21,1789,2266,2341,5,2997.5,153.3
3233,11-Sep-19,2128,3310,4540,5,2403.5,680.75
3240,17-Nov-16,968,3844,3055,5,651.2,126.85
3242,14-Jul-21,1967,767,822,5,5476.9,1087.24
3243,08-Nov-24,4998,1148,3206,5,3689.4,1421.71
3256,01-Sep-21,4344,4738,2992,5,4215.2,804.32
3282,25-Jul-18,3128,4619,689,5,4573.8,641.3
3300,26-Jan-19,2628,2871,3779,5,4049.1,907.32
3330,26-Sep-17,2821,4227,1292,5,3744.4,469.13
3373,31-Oct-24,805,3012,2074,5,581.9,1140.28
3379,02-Apr-22,3396,3780,1522,5,4184.4,678.05
3387,25-Oct-17,2481,4054,3825,5,4182.2,160.49
3392,22-May-16,679,2708,1338,5,768.9,558.1
3432,09-Jul-20,3607,1630,4898,5,3324.2,536.91
3438,10-Feb-22,870,3018,812,5,3390.2,370.37
3459,27-Dec-16,2642,871,2827,5,1938.2,656.98
3467,08-May-20,1445,2243,3547,5,4976.4,697.7
3470,31-Mar-15,4974,1705,4742,5,1529,384.38
3531,07-Jul-18,3197,1254,4587,5,5107.3,11.55
3546,17-Nov-17,3551,702,2435,5,4959.9,160.91
3549,24-Nov-20,4130,4384,2054,5,386.1,238.85
3558,13-Dec-20,2857,555,4020,5,5523.1,741.82
3575,09-Apr-22,3805,3393,2489,5,5369.1,293.22
3618,03-Dec-17,4888,491,1049,5,253,214.64
3647,09-Mar-19,1033,3600,2853,5,5560.5,725.8
3651,03-Aug-19,2998,2817,2226,5,2278.1,148.15
3658,28-Jan-22,2135,4272,1800,5,3626.7,896.05
3661,18-Sep-20,4533,3649,489,5,3820.3,713.59
3671,21-Jan-16,3417,378,508,5,4266.9,38.34
3696,24-Dec-21,1860,1807,4844,5,836,1060.95
3703,14-Aug-24,3637,3844,1469,5,4914.8,440.66
3705,07-Apr-22,1112,2155,1058,5,4667.3,315.41
3735,26-Aug-23,2039,4963,128,5,1795.2,694.16
